# Src-x Src-y Src-Int Rec-x Rec-y Rec-Int
0.0000 0.9900 7.6301 0.1220 1.0000 6.7513
0.0000 0.9900 4.8977 0.1463 1.0000 4.2295
0.0000 0.9900 8.3923 0.1707 1.0000 7.0730
0.0000 0.9900 6.1165 0.1951 1.0000 5.0309
0.0000 0.9900 6.3895 0.2195 1.0000 5.1290
0.0000 0.9900 3.2079 0.2439 1.0000 2.5131
0.0000 0.9900 4.7392 0.2683 1.0000 3.6233
0.0000 0.9900 1.9815 0.2927 1.0000 1.4785
0.0000 0.9900 7.4441 0.3171 1.0000 5.4205
0.0000 0.9900 4.3787 0.3415 1.0000 3.1116
0.0000 0.9900 5.2641 0.3659 1.0000 3.6507
0.0000 0.9900 2.6700 0.3902 1.0000 1.8071
0.0000 0.9900 5.9289 0.4146 1.0000 3.9160
0.0000 0.9900 7.7396 0.4390 1.0000 4.9748
0.0000 0.9900 1.3247 0.4634 1.0000 0.8207
0.0000 0.9900 6.5128 0.4878 1.0000 3.8890
0.0000 0.9900 5.3174 0.5122 1.0000 3.0603
0.0000 0.9900 6.3363 0.5366 1.0000 3.5148
0.0000 0.9900 5.3287 0.5610 1.0000 2.8490
0.0000 0.9900 7.3117 0.5854 1.0000 3.8043
0.0000 0.9900 8.0925 0.6098 1.0000 4.0796
0.0000 0.9900 8.5793 0.6341 1.0000 4.2157
0.0000 0.9900 1.6366 0.6585 1.0000 0.7848
0.0000 0.9900 5.8464 0.6829 1.0000 2.7357
0.0000 0.9900 8.6603 0.7073 1.0000 3.9547
0.0000 0.9900 8.3125 0.7317 1.0000 3.7044
0.0000 0.9900 9.5880 0.7561 1.0000 4.1696
0.0000 0.9900 8.5253 0.7805 1.0000 3.6179
0.0000 0.9900 9.8323 0.8049 1.0000 4.0667
0.0000 0.9900 3.8888 0.8293 1.0000 1.5586
0.0000 0.9900 7.6428 0.8537 1.0000 2.9893
0.0000 0.9900 8.4705 0.8780 1.0000 3.2332
0.0000 0.9900 3.6197 0.9024 1.0000 1.3484
0.0000 0.9900 7.4365 0.9268 1.0000 2.7034
0.0000 0.9900 1.6272 0.9512 1.0000 0.5773
0.0000 0.9900 1.9849 0.9756 1.0000 0.6872
0.0000 0.9900 1.0607 0.0000 1.0000 1.0502
0.0000 0.9900 5.8484 1.0000 0.0000 0.8034
0.0000 0.9900 2.4376 1.0000 1.0000 0.8236
0.0000 1.0000 6.0296 1.0000 0.0244 0.8280
0.0000 1.0000 9.8173 1.0000 0.0488 1.4433
0.0000 1.0000 5.0940 1.0000 0.0732 0.7888
0.0000 1.0000 8.5743 1.0000 0.0976 1.3464
0.0000 1.0000 8.4724 1.0000 0.1220 1.3304
0.0000 1.0000 8.0786 1.0000 0.1463 1.2733
0.0000 1.0000 5.7385 1.0000 0.1707 0.8874
0.0000 1.0000 2.7858 1.0000 0.1951 0.4320
0.0000 1.0000 1.2904 1.0000 0.2195 0.2069
0.0000 1.0000 8.7963 1.0000 0.2439 1.4515
0.0000 1.0000 1.9082 1.0000 0.2683 0.3300
0.0000 1.0000 9.4309 1.0000 0.2927 1.6505
0.0000 1.0000 5.0568 1.0000 0.3171 0.8984
0.0000 1.0000 2.1475 1.0000 0.3415 0.3881
0.0000 1.0000 4.8072 1.0000 0.3659 0.8817
0.0000 1.0000 8.4443 1.0000 0.3902 1.5502
0.0000 1.0000 8.2020 1.0000 0.4146 1.5030
0.0000 1.0000 1.9143 1.0000 0.4390 0.3542
0.0000 1.0000 4.2123 1.0000 0.4634 0.7927
0.0000 1.0000 9.6294 1.0000 0.4878 1.8406
0.0000 1.0000 4.6263 1.0000 0.5122 0.8994
0.0000 1.0000 5.6784 1.0000 0.5366 1.1277
0.0000 1.0000 2.5156 1.0000 0.5610 0.5143
0.0000 1.0000 3.7125 1.0000 0.5854 0.7708
0.0000 1.0000 2.3241 1.0000 0.6098 0.4908
0.0000 1.0000 3.0449 1.0000 0.6341 0.6574
0.0000 1.0000 9.3538 1.0000 0.6585 2.1172
0.0000 1.0000 5.9483 1.0000 0.6829 1.3829
0.0000 1.0000 9.5837 1.0000 0.7073 2.2715
0.0000 1.0000 9.8842 1.0000 0.7317 2.4025
0.0000 1.0000 5.6314 1.0000 0.7561 1.4065
0.0000 1.0000 9.0176 1.0000 0.7805 2.2923
0.0000 1.0000 6.4736 1.0000 0.8049 1.7035
0.0000 1.0000 2.6563 1.0000 0.8293 0.7179
0.0000 1.0000 9.1494 1.0000 0.8537 2.5279
0.0000 1.0000 7.6285 1.0000 0.8780 2.1566
0.0000 1.0000 1.0263 1.0000 0.9024 0.2978
0.0000 1.0000 1.7779 1.0000 0.9268 0.5325
0.0000 1.0000 3.0075 1.0000 0.9512 0.9313
0.0000 1.0000 6.6685 1.0000 0.9756 2.1688
0.0000 1.0000 6.0418 0.0244 1.0000 5.8962
0.0000 1.0000 7.1612 0.0488 1.0000 6.8203
0.0000 1.0000 8.5470 0.0732 1.0000 7.9439
0.0000 1.0000 4.1323 0.0976 1.0000 3.7482
0.0000 1.0000 1.8705 0.1220 1.0000 1.6557
0.0000 1.0000 3.3134 0.1463 1.0000 2.8624
0.0000 1.0000 6.8286 0.1707 1.0000 5.7568
0.0000 1.0000 3.0180 0.1951 1.0000 2.4830
0.0000 1.0000 2.4857 0.2195 1.0000 1.9958
0.0000 1.0000 3.9965 0.2439 1.0000 3.1315
0.0000 1.0000 8.6156 0.2683 1.0000 6.5882
0.0000 1.0000 4.8053 0.2927 1.0000 3.5860
0.0000 1.0000 6.8200 0.3171 1.0000 4.9669
0.0000 1.0000 8.7787 0.3415 1.0000 6.2392
0.0000 1.0000 5.7944 0.3659 1.0000 4.0191
0.0000 1.0000 5.6403 0.3902 1.0000 3.8179
0.0000 1.0000 2.3976 0.4146 1.0000 1.5838
0.0000 1.0000 3.8587 0.4390 1.0000 2.4806
0.0000 1.0000 3.8214 0.4634 1.0000 2.3678
0.0000 1.0000 6.0238 0.4878 1.0000 3.5974
0.0000 1.0000 1.2556 0.5122 1.0000 0.7227
0.0000 1.0000 4.4604 0.5366 1.0000 2.4745
0.0000 1.0000 9.3098 0.5610 1.0000 4.9780
0.0000 1.0000 6.4673 0.5854 1.0000 3.3653
0.0000 1.0000 4.5982 0.6098 1.0000 2.3350
0.0000 1.0000 4.7014 0.6341 1.0000 2.3299
0.0000 1.0000 5.6381 0.6585 1.0000 2.7268
0.0000 1.0000 6.4485 0.6829 1.0000 3.0436
0.0000 1.0000 7.4303 0.7073 1.0000 3.4225
0.0000 1.0000 9.9169 0.7317 1.0000 4.4578
0.0000 1.0000 1.0663 0.7561 1.0000 0.4677
0.0000 1.0000 1.1350 0.7805 1.0000 0.4859
0.0000 1.0000 8.7221 0.8049 1.0000 3.6440
0.0000 1.0000 5.6438 0.8293 1.0000 2.3011
0.0000 1.0000 1.2831 0.8537 1.0000 0.5105
0.0000 1.0000 1.8607 0.8780 1.0000 0.7225
0.0000 1.0000 7.2685 0.9024 1.0000 2.7545
0.0000 1.0000 2.5504 0.9268 1.0000 0.9432
0.0000 1.0000 6.4071 0.9512 1.0000 2.3124
0.0000 1.0000 4.7567 0.9756 1.0000 1.6754
0.0000 1.0000 8.6837 0.0000 1.0000 8.6837
0.0000 1.0000 3.5601 1.0000 0.0000 0.4838
0.0000 1.0000 9.4822 1.0000 1.0000 3.2593
0.3000 0.0000 5.9672 1.0000 0.0244 2.8577
0.3000 0.0000 6.6477 1.0000 0.0488 3.1449
0.3000 0.0000 8.0635 1.0000 0.0732 3.7745
0.3000 0.0000 6.1767 1.0000 0.0976 2.8548
0.3000 0.0000 8.6842 1.0000 0.1220 3.9701
0.3000 0.0000 2.4172 1.0000 0.1463 1.0895
0.3000 0.0000 1.1779 1.0000 0.1707 0.5248
0.3000 0.0000 6.2511 1.0000 0.1951 2.7448
0.3000 0.0000 4.8106 1.0000 0.2195 2.0818
0.3000 0.0000 5.1153 1.0000 0.2439 2.1813
0.3000 0.0000 9.8855 1.0000 0.2683 4.1460
0.3000 0.0000 4.7334 1.0000 0.2927 1.9502
0.3000 0.0000 8.7936 1.0000 0.3171 3.5602
0.3000 0.0000 3.7058 1.0000 0.3415 1.3999
0.3000 0.0000 4.1138 1.0000 0.3659 1.4668
0.3000 0.0000 3.9102 1.0000 0.3902 1.3834
0.3000 0.0000 3.6539 1.0000 0.4146 1.2877
0.3000 0.0000 8.3001 1.0000 0.4390 2.8740
0.3000 0.0000 8.3482 1.0000 0.4634 2.8071
0.3000 0.0000 6.3234 1.0000 0.4878 2.0563
0.3000 0.0000 8.3484 1.0000 0.5122 2.6350
0.3000 0.0000 4.8637 1.0000 0.5366 1.4888
0.3000 0.0000 3.7697 1.0000 0.5610 1.0989
0.3000 0.0000 3.4590 1.0000 0.5854 1.0047
0.3000 0.0000 4.3360 1.0000 0.6098 1.2293
0.3000 0.0000 1.8134 1.0000 0.6341 0.5144
0.3000 0.0000 5.6007 1.0000 0.6585 1.5263
0.3000 0.0000 1.9687 1.0000 0.6829 0.5159
0.3000 0.0000 9.0558 1.0000 0.7073 2.3434
0.3000 0.0000 6.6258 1.0000 0.7317 1.6826
0.3000 0.0000 3.5984 1.0000 0.7561 0.9010
0.3000 0.0000 4.1881 1.0000 0.7805 1.0333
0.3000 0.0000 9.4323 1.0000 0.8049 2.2870
0.3000 0.0000 5.5752 1.0000 0.8293 1.3179
0.3000 0.0000 5.2919 1.0000 0.8537 1.2154
0.3000 0.0000 7.4476 1.0000 0.8780 1.6574
0.3000 0.0000 8.3929 1.0000 0.9024 1.8109
0.3000 0.0000 7.4798 1.0000 0.9268 1.5674
0.3000 0.0000 4.6808 1.0000 0.9512 0.9379
0.3000 0.0000 7.0675 1.0000 0.9756 1.3473
0.3000 0.0000 3.2361 0.0244 1.0000 0.7943
0.3000 0.0000 6.0232 0.0488 1.0000 1.4756
0.3000 0.0000 7.2587 0.0732 1.0000 1.7753
0.3000 0.0000 8.7394 0.0976 1.0000 2.1331
0.3000 0.0000 5.1545 0.1220 1.0000 1.2511
0.3000 0.0000 9.8999 0.1463 1.0000 2.3961
0.3000 0.0000 7.1556 0.1707 1.0000 1.7202
0.3000 0.0000 8.6707 0.1951 1.0000 2.0993
0.3000 0.0000 1.3078 0.2195 1.0000 0.3216
0.3000 0.0000 1.4333 0.2439 1.0000 0.3509
0.3000 0.0000 5.0604 0.2683 1.0000 1.1510
0.3000 0.0000 4.4574 0.2927 1.0000 1.0058
0.3000 0.0000 7.2368 0.3171 1.0000 1.6446
0.3000 0.0000 5.1016 0.3415 1.0000 1.2157
0.3000 0.0000 1.9875 0.3659 1.0000 0.4412
0.3000 0.0000 5.2006 0.3902 1.0000 1.0574
0.3000 0.0000 9.8072 0.4146 1.0000 1.9785
0.3000 0.0000 7.4616 0.4390 1.0000 1.5959
0.3000 0.0000 7.3107 0.4634 1.0000 1.5973
0.3000 0.0000 8.8704 0.4878 1.0000 1.8322
0.3000 0.0000 4.4209 0.5122 1.0000 0.8862
0.3000 0.0000 1.5395 0.5366 1.0000 0.3180
0.3000 0.0000 6.4189 0.5610 1.0000 1.3630
0.3000 0.0000 5.6457 0.5854 1.0000 1.2064
0.3000 0.0000 3.2394 0.6098 1.0000 0.6721
0.3000 0.0000 2.9385 0.6341 1.0000 0.5963
0.3000 0.0000 8.9912 0.6585 1.0000 1.7691
0.3000 0.0000 5.8069 0.6829 1.0000 1.1145
0.3000 0.0000 3.9755 0.7073 1.0000 0.7663
0.3000 0.0000 5.4741 0.7317 1.0000 1.0701
0.3000 0.0000 2.8471 0.7561 1.0000 0.5680
0.3000 0.0000 8.6043 0.7805 1.0000 1.7523
0.3000 0.0000 5.1628 0.8049 1.0000 1.0339
0.3000 0.0000 3.7923 0.8293 1.0000 0.7378
0.3000 0.0000 2.0858 0.8537 1.0000 0.3970
0.3000 0.0000 6.9172 0.8780 1.0000 1.3064
0.3000 0.0000 9.3359 0.9024 1.0000 1.7756
0.3000 0.0000 6.7853 0.9268 1.0000 1.2741
0.3000 0.0000 5.6254 0.9512 1.0000 1.0514
0.3000 0.0000 4.1095 0.9756 1.0000 0.7569
0.3000 0.0000 8.5714 0.0000 1.0000 2.1035
0.3000 0.0000 6.3702 1.0000 0.0000 3.0927
0.3000 0.0000 8.0371 1.0000 1.0000 1.4772
0.3103 0.0000 1.5790 1.0000 0.0244 0.7641
0.3103 0.0000 8.3958 1.0000 0.0488 4.0208
0.3103 0.0000 2.4355 1.0000 0.0732 1.1523
0.3103 0.0000 3.4543 1.0000 0.0976 1.6131
0.3103 0.0000 2.8664 1.0000 0.1220 1.3244
0.3103 0.0000 3.3114 1.0000 0.1463 1.5116
0.3103 0.0000 4.0585 1.0000 0.1707 1.8265
0.3103 0.0000 1.1738 1.0000 0.1951 0.5215
0.3103 0.0000 3.1973 1.0000 0.2195 1.3999
0.3103 0.0000 5.3492 1.0000 0.2439 2.3049
0.3103 0.0000 6.4603 1.0000 0.2683 2.7403
0.3103 0.0000 5.8031 1.0000 0.2927 2.4206
0.3103 0.0000 2.6796 1.0000 0.3171 1.0972
0.3103 0.0000 6.0390 1.0000 0.3415 2.3180
0.3103 0.0000 3.3330 1.0000 0.3659 1.2028
0.3103 0.0000 1.0971 1.0000 0.3902 0.3909
0.3103 0.0000 9.4742 1.0000 0.4146 3.3737
0.3103 0.0000 7.3206 1.0000 0.4390 2.5639
0.3103 0.0000 2.2129 1.0000 0.4634 0.7557
0.3103 0.0000 9.3912 1.0000 0.4878 3.1031
0.3103 0.0000 2.3258 1.0000 0.5122 0.7436
0.3103 0.0000 7.6014 1.0000 0.5366 2.3569
0.3103 0.0000 5.2938 1.0000 0.5610 1.5577
0.3103 0.0000 2.4215 1.0000 0.5854 0.7075
0.3103 0.0000 2.0735 1.0000 0.6098 0.5984
0.3103 0.0000 5.1087 1.0000 0.6341 1.4741
0.3103 0.0000 7.6644 1.0000 0.6585 2.1247
0.3103 0.0000 6.2306 1.0000 0.6829 1.6636
0.3103 0.0000 7.4072 1.0000 0.7073 1.9272
0.3103 0.0000 2.8687 1.0000 0.7317 0.7332
0.3103 0.0000 2.3820 1.0000 0.7561 0.5979
0.3103 0.0000 1.5135 1.0000 0.7805 0.3743
0.3103 0.0000 9.2666 1.0000 0.8049 2.2555
0.3103 0.0000 9.3584 1.0000 0.8293 2.2337
0.3103 0.0000 1.6957 1.0000 0.8537 0.3946
0.3103 0.0000 1.8095 1.0000 0.8780 0.4097
0.3103 0.0000 9.3414 1.0000 0.9024 2.0508
0.3103 0.0000 3.8903 1.0000 0.9268 0.8297
0.3103 0.0000 1.1766 1.0000 0.9512 0.2410
0.3103 0.0000 3.5425 1.0000 0.9756 0.6882
0.3103 0.0000 7.1434 0.0244 1.0000 1.7465
0.3103 0.0000 7.2537 0.0488 1.0000 1.7703
0.3103 0.0000 9.7169 0.0732 1.0000 2.3681
0.3103 0.0000 8.0728 0.0976 1.0000 1.9588
0.3103 0.0000 7.7174 0.1220 1.0000 1.8656
0.3103 0.0000 6.8253 0.1463 1.0000 1.6475
0.3103 0.0000 5.4644 0.1707 1.0000 1.3238
0.3103 0.0000 6.2908 0.1951 1.0000 1.5451
0.3103 0.0000 6.7939 0.2195 1.0000 1.6892
0.3103 0.0000 5.2843 0.2439 1.0000 1.2580
0.3103 0.0000 2.5327 0.2683 1.0000 0.5752
0.3103 0.0000 8.6880 0.2927 1.0000 1.9607
0.3103 0.0000 9.4201 0.3171 1.0000 2.1963
0.3103 0.0000 9.6718 0.3415 1.0000 2.2577
0.3103 0.0000 3.7054 0.3659 1.0000 0.7924
0.3103 0.0000 8.1223 0.3902 1.0000 1.6428
0.3103 0.0000 6.6674 0.4146 1.0000 1.3553
0.3103 0.0000 6.7188 0.4390 1.0000 1.4639
0.3103 0.0000 8.9212 0.4634 1.0000 1.9427
0.3103 0.0000 3.9979 0.4878 1.0000 0.8210
0.3103 0.0000 8.4603 0.5122 1.0000 1.7011
0.3103 0.0000 7.6947 0.5366 1.0000 1.6001
0.3103 0.0000 5.1539 0.5610 1.0000 1.1041
0.3103 0.0000 7.7479 0.5854 1.0000 1.6597
0.3103 0.0000 9.2250 0.6098 1.0000 1.9177
0.3103 0.0000 5.9968 0.6341 1.0000 1.2178
0.3103 0.0000 1.0582 0.6585 1.0000 0.2092
0.3103 0.0000 6.5621 0.6829 1.0000 1.2754
0.3103 0.0000 4.1981 0.7073 1.0000 0.8220
0.3103 0.0000 4.5240 0.7317 1.0000 0.9041
0.3103 0.0000 6.5728 0.7561 1.0000 1.3431
0.3103 0.0000 1.3558 0.7805 1.0000 0.2747
0.3103 0.0000 2.9171 0.8049 1.0000 0.5859
0.3103 0.0000 3.4689 0.8293 1.0000 0.6759
0.3103 0.0000 4.2510 0.8537 1.0000 0.8138
0.3103 0.0000 3.3696 0.8780 1.0000 0.6425
0.3103 0.0000 1.4731 0.9024 1.0000 0.2825
0.3103 0.0000 5.8251 0.9268 1.0000 1.0919
0.3103 0.0000 3.8764 0.9512 1.0000 0.7232
0.3103 0.0000 1.5211 0.9756 1.0000 0.2825
0.3103 0.0000 4.4396 0.0000 1.0000 1.0854
0.3103 0.0000 9.8023 1.0000 0.0000 4.8085
0.3103 0.0000 7.5654 1.0000 1.0000 1.4126
0.3207 0.0000 4.1346 1.0000 0.0244 2.0215
0.3207 0.0000 8.7061 1.0000 0.0488 4.2206
0.3207 0.0000 3.6291 1.0000 0.0732 1.7349
0.3207 0.0000 5.4049 1.0000 0.0976 2.5553
0.3207 0.0000 8.1022 1.0000 0.1220 3.7840
0.3207 0.0000 6.8244 1.0000 0.1463 3.1523
0.3207 0.0000 5.3727 1.0000 0.1707 2.4479
0.3207 0.0000 6.0050 1.0000 0.1951 2.6969
0.3207 0.0000 3.4694 1.0000 0.2195 1.5357
0.3207 0.0000 8.7814 1.0000 0.2439 3.8301
0.3207 0.0000 6.9100 1.0000 0.2683 2.9647
0.3207 0.0000 8.6788 1.0000 0.2927 3.6584
0.3207 0.0000 7.8949 1.0000 0.3171 3.2675
0.3207 0.0000 6.6614 1.0000 0.3415 2.6022
0.3207 0.0000 1.8245 1.0000 0.3659 0.6675
0.3207 0.0000 4.8905 1.0000 0.3902 1.7553
0.3207 0.0000 2.2458 1.0000 0.4146 0.8077
0.3207 0.0000 4.5263 1.0000 0.4390 1.6011
0.3207 0.0000 8.1430 1.0000 0.4634 2.8160
0.3207 0.0000 4.6050 1.0000 0.4878 1.5418
0.3207 0.0000 8.0583 1.0000 0.5122 2.6087
0.3207 0.0000 6.0109 1.0000 0.5366 1.8868
0.3207 0.0000 6.3654 1.0000 0.5610 1.9048
0.3207 0.0000 9.0610 1.0000 0.5854 2.6631
0.3207 0.0000 7.3470 1.0000 0.6098 2.1541
0.3207 0.0000 5.2323 1.0000 0.6341 1.5233
0.3207 0.0000 4.5429 1.0000 0.6585 1.2849
0.3207 0.0000 7.3887 1.0000 0.6829 2.0134
0.3207 0.0000 9.2853 1.0000 0.7073 2.4376
0.3207 0.0000 9.8579 1.0000 0.7317 2.5419
0.3207 0.0000 7.4012 1.0000 0.7561 1.8662
0.3207 0.0000 2.0420 1.0000 0.7805 0.5060
0.3207 0.0000 6.2543 1.0000 0.8049 1.5261
0.3207 0.0000 7.8407 1.0000 0.8293 1.8809
0.3207 0.0000 5.0589 1.0000 0.8537 1.1882
0.3207 0.0000 6.8018 1.0000 0.8780 1.5580
0.3207 0.0000 2.9500 1.0000 0.9024 0.6583
0.3207 0.0000 3.2480 1.0000 0.9268 0.7047
0.3207 0.0000 7.3624 1.0000 0.9512 1.5493
0.3207 0.0000 8.1007 1.0000 0.9756 1.6179
0.3207 0.0000 1.6620 0.0244 1.0000 0.4032
0.3207 0.0000 9.6590 0.0488 1.0000 2.3436
0.3207 0.0000 8.9904 0.0732 1.0000 2.1775
0.3207 0.0000 9.8897 0.0976 1.0000 2.3862
0.3207 0.0000 5.2390 0.1220 1.0000 1.2640
0.3207 0.0000 8.2509 0.1463 1.0000 1.9961
0.3207 0.0000 1.0057 0.1707 1.0000 0.2472
0.3207 0.0000 8.3919 0.1951 1.0000 2.0811
0.3207 0.0000 1.0532 0.2195 1.0000 0.2627
0.3207 0.0000 7.1427 0.2439 1.0000 1.6573
0.3207 0.0000 8.9997 0.2683 1.0000 2.0302
0.3207 0.0000 8.1700 0.2927 1.0000 1.8145
0.3207 0.0000 7.6776 0.3171 1.0000 1.8055
0.3207 0.0000 4.8312 0.3415 1.0000 1.1120
0.3207 0.0000 5.4116 0.3659 1.0000 1.1222
0.3207 0.0000 9.8680 0.3902 1.0000 1.9977
0.3207 0.0000 9.7699 0.4146 1.0000 2.0111
0.3207 0.0000 8.3497 0.4390 1.0000 1.8541
0.3207 0.0000 9.5403 0.4634 1.0000 2.0676
0.3207 0.0000 5.9494 0.4878 1.0000 1.2130
0.3207 0.0000 8.4121 0.5122 1.0000 1.7014
0.3207 0.0000 1.3903 0.5366 1.0000 0.2912
0.3207 0.0000 5.3895 0.5610 1.0000 1.1659
0.3207 0.0000 7.1544 0.5854 1.0000 1.5338
0.3207 0.0000 4.2347 0.6098 1.0000 0.8805
0.3207 0.0000 6.4345 0.6341 1.0000 1.3154
0.3207 0.0000 8.5495 0.6585 1.0000 1.7036
0.3207 0.0000 2.8308 0.6829 1.0000 0.5600
0.3207 0.0000 2.2385 0.7073 1.0000 0.4488
0.3207 0.0000 1.6421 0.7317 1.0000 0.3328
0.3207 0.0000 8.9754 0.7561 1.0000 1.8374
0.3207 0.0000 4.4231 0.7805 1.0000 0.8938
0.3207 0.0000 9.0647 0.8049 1.0000 1.8240
0.3207 0.0000 8.8497 0.8293 1.0000 1.7246
0.3207 0.0000 6.9422 0.8537 1.0000 1.3339
0.3207 0.0000 4.0189 0.8780 1.0000 0.7730
0.3207 0.0000 9.6973 0.9024 1.0000 1.8368
0.3207 0.0000 4.0150 0.9268 1.0000 0.7586
0.3207 0.0000 8.8034 0.9512 1.0000 1.6531
0.3207 0.0000 3.5863 0.9756 1.0000 0.6745
0.3207 0.0000 5.9236 0.0000 1.0000 1.4392
0.3207 0.0000 8.0348 1.0000 0.0000 3.9824
0.3207 0.0000 5.8879 1.0000 1.0000 1.1193
0.3310 0.0000 3.0113 1.0000 0.0244 1.4876
0.3310 0.0000 6.7480 1.0000 0.0488 3.3063
0.3310 0.0000 7.9713 1.0000 0.0732 3.8507
0.3310 0.0000 2.4379 1.0000 0.0976 1.1658
0.3310 0.0000 1.3398 1.0000 0.1220 0.6329
0.3310 0.0000 9.7733 1.0000 0.1463 4.5623
0.3310 0.0000 4.3623 1.0000 0.1707 2.0100
0.3310 0.0000 9.4593 1.0000 0.1951 4.3018
0.3310 0.0000 2.8514 1.0000 0.2195 1.2772
0.3310 0.0000 4.5529 1.0000 0.2439 2.0070
0.3310 0.0000 8.1737 1.0000 0.2683 3.5451
0.3310 0.0000 9.5791 1.0000 0.2927 4.0847
0.3310 0.0000 3.9454 1.0000 0.3171 1.6528
0.3310 0.0000 7.1274 1.0000 0.3415 2.8392
0.3310 0.0000 5.1671 1.0000 0.3659 1.9169
0.3310 0.0000 8.7608 1.0000 0.3902 3.1566
0.3310 0.0000 8.2905 1.0000 0.4146 3.0084
0.3310 0.0000 9.6188 1.0000 0.4390 3.4374
0.3310 0.0000 5.7393 1.0000 0.4634 2.0102
0.3310 0.0000 2.9706 1.0000 0.4878 1.0092
0.3310 0.0000 8.4391 1.0000 0.5122 2.7712
0.3310 0.0000 2.6648 1.0000 0.5366 0.8464
0.3310 0.0000 6.6166 1.0000 0.5610 2.0222
0.3310 0.0000 4.3703 1.0000 0.5854 1.2911
0.3310 0.0000 7.1070 1.0000 0.6098 2.0932
0.3310 0.0000 9.0203 1.0000 0.6341 2.6245
0.3310 0.0000 6.3270 1.0000 0.6585 1.8214
0.3310 0.0000 8.5684 1.0000 0.6829 2.3746
0.3310 0.0000 4.2486 1.0000 0.7073 1.1359
0.3310 0.0000 7.2198 1.0000 0.7317 1.8800
0.3310 0.0000 1.3599 1.0000 0.7561 0.3459
0.3310 0.0000 9.8907 1.0000 0.7805 2.4593
0.3310 0.0000 6.5157 1.0000 0.8049 1.5917
0.3310 0.0000 9.2133 1.0000 0.8293 2.2148
0.3310 0.0000 2.6313 1.0000 0.8537 0.6216
0.3310 0.0000 1.0997 1.0000 0.8780 0.2543
0.3310 0.0000 9.1130 1.0000 0.9024 2.0539
0.3310 0.0000 3.0640 1.0000 0.9268 0.6733
0.3310 0.0000 8.6598 1.0000 0.9512 1.8552
0.3310 0.0000 9.8247 1.0000 0.9756 2.0327
0.3310 0.0000 3.2583 0.0244 1.0000 0.7868
0.3310 0.0000 1.4359 0.0488 1.0000 0.3470
0.3310 0.0000 5.4996 0.0732 1.0000 1.3242
0.3310 0.0000 6.1726 0.0976 1.0000 1.4864
0.3310 0.0000 5.1324 0.1220 1.0000 1.2429
0.3310 0.0000 5.1113 0.1463 1.0000 1.2509
0.3310 0.0000 7.3267 0.1707 1.0000 1.8100
0.3310 0.0000 3.4718 0.1951 1.0000 0.8651
0.3310 0.0000 5.3870 0.2195 1.0000 1.3394
0.3310 0.0000 5.6088 0.2439 1.0000 1.2786
0.3310 0.0000 9.5927 0.2683 1.0000 2.1399
0.3310 0.0000 1.1511 0.2927 1.0000 0.2480
0.3310 0.0000 6.5739 0.3171 1.0000 1.5198
0.3310 0.0000 6.3240 0.3415 1.0000 1.4502
0.3310 0.0000 2.5271 0.3659 1.0000 0.5173
0.3310 0.0000 1.7114 0.3902 1.0000 0.3504
0.3310 0.0000 9.9996 0.4146 1.0000 2.0769
0.3310 0.0000 7.6957 0.4390 1.0000 1.7452
0.3310 0.0000 8.8044 0.4634 1.0000 1.8926
0.3310 0.0000 6.7423 0.4878 1.0000 1.3624
0.3310 0.0000 9.2374 0.5122 1.0000 1.8738
0.3310 0.0000 6.8052 0.5366 1.0000 1.4337
0.3310 0.0000 8.9476 0.5610 1.0000 1.9649
0.3310 0.0000 1.7408 0.5854 1.0000 0.3757
0.3310 0.0000 8.0699 0.6098 1.0000 1.6860
0.3310 0.0000 8.0860 0.6341 1.0000 1.6695
0.3310 0.0000 7.6909 0.6585 1.0000 1.5544
0.3310 0.0000 9.8714 0.6829 1.0000 2.0034
0.3310 0.0000 1.4878 0.7073 1.0000 0.3000
0.3310 0.0000 8.7969 0.7317 1.0000 1.7849
0.3310 0.0000 8.9547 0.7561 1.0000 1.8212
0.3310 0.0000 5.1034 0.7805 1.0000 1.0347
0.3310 0.0000 1.1084 0.8049 1.0000 0.2227
0.3310 0.0000 9.1366 0.8293 1.0000 1.7871
0.3310 0.0000 8.1727 0.8537 1.0000 1.5823
0.3310 0.0000 9.2320 0.8780 1.0000 1.7850
0.3310 0.0000 3.8590 0.9024 1.0000 0.7313
0.3310 0.0000 8.0469 0.9268 1.0000 1.5348
0.3310 0.0000 7.0998 0.9512 1.0000 1.3511
0.3310 0.0000 9.9732 0.9756 1.0000 1.9069
0.3310 0.0000 8.6848 0.0000 1.0000 2.0996
0.3310 0.0000 6.7581 1.0000 0.0000 3.3845
0.3310 0.0000 3.2883 1.0000 1.0000 0.6386
0.3414 0.0000 9.1479 1.0000 0.0244 4.5697
0.3414 0.0000 9.6883 1.0000 0.0488 4.7996
0.3414 0.0000 2.3830 1.0000 0.0732 1.1663
0.3414 0.0000 4.4615 1.0000 0.0976 2.1567
0.3414 0.0000 5.4899 1.0000 0.1220 2.6257
0.3414 0.0000 2.1054 1.0000 0.1463 0.9943
0.3414 0.0000 8.1547 1.0000 0.1707 3.7979
0.3414 0.0000 8.9722 1.0000 0.1951 4.1249
0.3414 0.0000 4.2403 1.0000 0.2195 1.9224
0.3414 0.0000 4.9045 1.0000 0.2439 2.1890
0.3414 0.0000 3.0648 1.0000 0.2683 1.3454
